rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:60ReNXcPcsVFd7nUuQw5HZ","Official HIGE DANdism","ミックスナッツ","IRORI Records",1,1,13,"1589329"
2,"spotify:track:4IfrM44LofE9bSs6TDZS49","Tani Yuuki","W / X / Y","Valley Records",1,2,29,"1586243"
3,"spotify:track:2uMNMcjjUz8oNIxjIu20qE","SEKAI NO OWARI","Habit","Universal Music LLC",2,3,11,"1420999"
4,"spotify:track:1Vqs0lXeJafYZz2sxnfB3V","Saucy Dog","シンデレラボーイ","A-Sketch",2,4,40,"1379231"
5,"spotify:track:4JK1kDUdH9RTBQrrSO1QfR","Yuuri","ベテルギウス","Sony Music Labels Inc.",1,5,36,"1241576"
6,"spotify:track:5W7Y92LB4jWvu9NeEQ0GZl","Macaroni Empitsu","なんでもないよ、","Toy's Factory",1,6,36,"1158788"
7,"spotify:track:1VHL1PIkhDwWbFc65xHwOr","Novelbright","愛とか恋とか","Universal Music LLC",7,7,13,"1077650"
8,"spotify:track:4NaaF28BeO9WzjDrSS71Nz","Mrs. GREEN APPLE","ダンスホール","Universal Music LLC",8,51,7,"1068639"
9,"spotify:track:5rJ7bdPmr8nfmm2JQ8xHOz","NAYEON","POP!","WM Japan",9,9,3,"1067283"
10,"spotify:track:2wRKOmpe6I7q6k69bkjuFU","WEDNESDAY CAMPANELLA","エジソン","WM Japan",10,29,5,"1066903"
11,"spotify:track:5m1i6hq7dmRlp3c1utE48L","back number","水平線","Universal Music LLC",1,10,48,"1007936"
12,"spotify:track:4kPlQKwtPrnqLgrmmKFSlA","Yuuri","ドライフラワー","Sony Music Labels Inc.",1,11,89,"1004030"
13,"spotify:track:2l2yRJWgMiJkfPbRNiuC25","Ado","新時代 - ウタ from ONE PIECE FILM RED","Universal Music LLC",11,18,5,"945885"
14,"spotify:track:5QDLhrAOJJdNAmCTJ8xMyW","BTS","Dynamite","BIGHIT MUSIC",1,13,99,"932889"
15,"spotify:track:2mRMcwDCNyYvBXaoUxmsmE","Saucy Dog","優しさに溢れた世界で","A-Sketch",8,8,6,"925444"
16,"spotify:track:2IL2asrtx7XM1y8fu2RMnR","Da-iCE","CITRUS","avex trax",9,16,81,"905702"
17,"spotify:track:0zfNtgPJ5FLkbveRjSdCMb","Kyanai","バニラ","ENS Entertainment",17,39,13,"898549"
18,"spotify:track:19mjCzLuMHZ0Tyn3eI85bo","Yuuri","シャッター","Sony Music Labels Inc.",10,17,53,"886230"
