rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:60ReNXcPcsVFd7nUuQw5HZ","Official HIGE DANdism","ミックスナッツ","IRORI Records",1,1,12,"1653214"
2,"spotify:track:4IfrM44LofE9bSs6TDZS49","Tani Yuuki","W / X / Y","Valley Records",1,2,28,"1579878"
3,"spotify:track:2uMNMcjjUz8oNIxjIu20qE","SEKAI NO OWARI","Habit","Universal Music LLC",2,3,10,"1518910"
4,"spotify:track:1Vqs0lXeJafYZz2sxnfB3V","Saucy Dog","シンデレラボーイ","A-Sketch",2,4,39,"1437086"
5,"spotify:track:4JK1kDUdH9RTBQrrSO1QfR","Yuuri","ベテルギウス","Sony Music Labels Inc.",1,5,35,"1301586"
6,"spotify:track:5W7Y92LB4jWvu9NeEQ0GZl","Macaroni Empitsu","なんでもないよ、","Toy's Factory",1,6,35,"1180634"
7,"spotify:track:1VHL1PIkhDwWbFc65xHwOr","Novelbright","愛とか恋とか","Universal Music LLC",7,8,12,"1114553"
8,"spotify:track:2mRMcwDCNyYvBXaoUxmsmE","Saucy Dog","優しさに溢れた世界で","A-Sketch",8,11,5,"1078751"
9,"spotify:track:5rJ7bdPmr8nfmm2JQ8xHOz","NAYEON","POP!","WM Japan",9,45,2,"1025576"
10,"spotify:track:5m1i6hq7dmRlp3c1utE48L","back number","水平線","Universal Music LLC",1,9,47,"1024990"
11,"spotify:track:4kPlQKwtPrnqLgrmmKFSlA","Yuuri","ドライフラワー","Sony Music Labels Inc.",1,10,88,"1024324"
12,"spotify:track:10SRMwb9EuVS1K9rYsBfHQ","BTS","Yet To Come","BIGHIT MUSIC",2,7,4,"996044"
13,"spotify:track:5QDLhrAOJJdNAmCTJ8xMyW","BTS","Dynamite","BIGHIT MUSIC",1,12,98,"976239"
14,"spotify:track:0mBP9X2gPCuapvpZ7TGDk3","Charlie Puth, Jung Kook, BTS","Left and Right (Feat. Jung Kook of BTS)","Atlantic Records",14,20,2,"964812"
15,"spotify:track:5SuOikwiRyPMVoIQDJUgSV","Gen Hoshino","喜劇","Speedstar",6,13,13,"944709"
16,"spotify:track:2IL2asrtx7XM1y8fu2RMnR","Da-iCE","CITRUS","avex trax",9,14,80,"918107"
17,"spotify:track:19mjCzLuMHZ0Tyn3eI85bo","Yuuri","シャッター","Sony Music Labels Inc.",10,15,52,"908858"
18,"spotify:track:2l2yRJWgMiJkfPbRNiuC25","Ado","新時代 - ウタ from ONE PIECE FILM RED","Universal Music LLC",11,16,4,"897817"
19,"spotify:track:0J0P8iSE6l3pYHbUdNFYdS","King Gnu","カメレオン","Sony Music Labels Inc.",1,17,19,"893919"
20,"spotify:track:51oc6MEsXTpnPn6GOw5VuP","Fujii Kaze","きらり","Universal Music LLC",4,18,62,"893749"
21,"spotify:track:6jjYDGxVJsWS0a5wlVF5vS","BTS","Butter","BIGHIT MUSIC",1,19,59,"856908"
22,"spotify:track:1zd35Y44Blc1CwwVbW3Qnk","YOASOBI","群青","YOASOBI",6,22,97,"843248"
23,"spotify:track:7v8wKvNQQIxkugCFFjrkaO","Aimer","残響散歌","Sony Music Labels Inc.",1,23,31,"837460"
24,"spotify:track:0rPrGZTtScNSRL2jZoooKO","BE:FIRST","Bye-Good-Bye","B-ME",8,27,18,"814032"
25,"spotify:track:3sFdaHo9D3hfiFt2wVi6a5","Kenshi Yonezu","M八七","Sony Music Labels Inc.",5,21,8,"810027"
26,"spotify:track:5PeXak0Ox3JmH2oor0qnGt","Vaundy","恋風邪にのせて","SDR Inc.",14,26,18,"809616"
27,"spotify:track:3XYRV7ZSHqIRDG87DKTtry","BTS","Permission to Dance","BIGHIT MUSIC",1,24,52,"802284"
28,"spotify:track:6qn31XzTa6YKXs5FZpAPgP","Chippoke Ohashi","常緑","TRIAD/Nippon Columbia Co., Ltd.",20,30,35,"795968"
29,"spotify:track:2wRKOmpe6I7q6k69bkjuFU","WEDNESDAY CAMPANELLA","エジソン","WM Japan",29,62,4,"789199"
30,"spotify:track:6IO5nn84TKArsi3cjpIqaD","Ryokuoushoku Shakai","Mela!","Sony Music Labels Inc.",22,34,115,"781620"
31,"spotify:track:0Q5VnK2DYzRyfqQRJuUtvi","IVE","LOVE DIVE","STARSHIP Entertainment",9,31,14,"778764"
32,"spotify:track:0l2wnmSJ8rW5dvS2eW3xNp","Mrs. GREEN APPLE, Sonoko Inoue","点描の唄","Universal Music LLC",19,25,164,"774084"
33,"spotify:track:0XZyF9lv6diMt4bxThOL0h","Awesome City Club","勿忘","cutting edge",4,28,75,"771351"
34,"spotify:track:6MCjmGYlw6mQVWRFVgBRvB","YOASOBI","夜に駆ける","YOASOBI",1,32,121,"770290"
35,"spotify:track:6ZiEWet0uFRwWBCEKCQ8rY","King Gnu","逆夢","Sony Music Labels Inc.",1,29,28,"761893"
36,"spotify:track:3PK5ERLCyMuQ5Cb89GbZVL","Takaya Kawasaki","魔法の絨毯","Warner Music D.N.A.",13,33,94,"759820"
37,"spotify:track:6tkSMR8bEIfEcJn7ybJtSP","HENTAI SHINSHI CLUB","YOKAZE","TOY'S FACTORY",15,35,84,"745890"
38,"spotify:track:296nXCOv97WJNRWzIBQnoj","LE SSERAFIM","FEARLESS","SOURCE MUSIC",17,46,10,"737193"
39,"spotify:track:0zfNtgPJ5FLkbveRjSdCMb","Kyanai","バニラ","ENS Entertainment",39,53,12,"733982"
40,"spotify:track:5PjdY0CKGZdEuoNab3yDmX","The Kid LAROI, Justin Bieber","STAY (with Justin Bieber)","Columbia",7,37,52,"729954"
41,"spotify:track:1B04DTxiZUA5QW9Zxe1IEJ","ONE OK ROCK","Save Yourself","WM Japan",41,42,2,"729184"
42,"spotify:track:7ncPjJBktLEOpstY5JOUMK","King Gnu","一途","Sony Music Labels Inc.",1,36,30,"725673"
43,"spotify:track:278JqkBGkjDovOYAwE8TW7","Official HIGE DANdism","115万キロのフィルム","LASTRUM",6,38,166,"719118"
44,"spotify:track:6wDntdm888mDo458RaYjGl","Official HIGE DANdism","Cry Baby","IRORI Records",4,39,61,"706416"
45,"spotify:track:6cvKfEw8rDcmXBslqSEC9G","Aimyon","ハート","WM Japan",10,40,37,"700546"
46,"spotify:track:6uhIF5J5Txaie0is2nXdxU","YOASOBI","怪物","YOASOBI",4,43,78,"694859"
47,"spotify:track:0UBUg8NU4XJtQqzTPs8Pkr","YOASOBI","三原色","YOASOBI",5,41,53,"691115"
48,"spotify:track:4xk70Qur2QeRmWIzWPC63V","Vaundy","踊り子","SDR Inc.",10,47,33,"677844"
49,"spotify:track:15HNdxGKNCIO9pgaY4n7FU","Official HIGE DANdism","Pretender","ポニーキャニオン",1,44,168,"676640"
50,"spotify:track:7DyS11kB1YNrfDzQqtjmTh","HIRAIDAI","Stand by me, Stand by you.","avex trax",4,49,95,"647618"
51,"spotify:track:4NaaF28BeO9WzjDrSS71Nz","Mrs. GREEN APPLE","ダンスホール","Universal Music LLC",51,52,6,"626756"
52,"spotify:track:0v3iUTe5rskRsxbUhboRlT","Saucy Dog","いつか","MASH A&R",52,54,116,"598187"
53,"spotify:track:0FOVGBW0RpVRuDuUuN4ZVw","MAISONdes, 和ぬか, asmi","ヨワネハキ","Sony Music Labels Inc.",10,48,49,"577186"
54,"spotify:track:6uSe3ACORUIVrAyiP84RZi","satomoka","melt bitter","ANTHOLOGY",54,57,7,"550732"
55,"spotify:track:10zz9RZt9DnqcxNWksRNrx","Vaundy","怪獣の花唄","株式会社SDR",51,51,84,"547402"
56,"spotify:track:6sIx7Cn37DGEhjy9hBP8Gx","DISH//","猫","Sony Music Labels Inc.",18,50,115,"537776"
57,"spotify:track:3ZEdrRIGjFpXZSzfjwWmDQ","ZOT on the WAVE, Fuji Taito","Crayon","ZOT on the WAVE & Fuji Taito",56,56,11,"514761"
58,"spotify:track:3ibqi5ANZtNI7QXOgUnFsL","Uru","それを愛と呼ぶなら","Sony Music Labels Inc.",51,55,10,"507089"
59,"spotify:track:4n1x8gmuHKOJ1BNFnBsgTh","Saucy Dog","魔法にかけられて","A-Sketch",53,68,15,"506367"
60,"spotify:track:5Anr2wqdL182BsI02iCbcd","Saucy Dog","結","A-Sketch",60,67,35,"502243"
61,"spotify:track:5BC6kr6etk2Y9J62AyI4i3","Mrs. GREEN APPLE","青と夏","Universal Music LLC",6,60,208,"472753"
