rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
50,"spotify:track:6qn31XzTa6YKXs5FZpAPgP","Chippoke Ohashi","常緑","TRIAD/Nippon Columbia Co., Ltd.",20,43,44,"643626"
51,"spotify:track:10zz9RZt9DnqcxNWksRNrx","Vaundy","怪獣の花唄","株式会社SDR",51,52,93,"562633"
52,"spotify:track:0v3iUTe5rskRsxbUhboRlT","Saucy Dog","いつか","MASH A&R",51,55,125,"502841"
53,"spotify:track:7ncPjJBktLEOpstY5JOUMK","King Gnu","一途","Sony Music Labels Inc.",1,47,39,"498562"
54,"spotify:track:5BC6kr6etk2Y9J62AyI4i3","Mrs. GREEN APPLE","青と夏","Universal Music LLC",6,56,217,"474386"
55,"spotify:track:4jVHvArqYm2nDCUNq2OOAK","Vaundy","走馬灯","SDR Inc.",55,195,9,"451994"
56,"spotify:track:0XZyF9lv6diMt4bxThOL0h","Awesome City Club","勿忘","cutting edge",4,49,84,"450212"
57,"spotify:track:5CgkbROq94tTSnXnrfvtGH","ONE OK ROCK","Let Me Let You Go","WM Japan",57,173,2,"438458"
58,"spotify:track:5Anr2wqdL182BsI02iCbcd","Saucy Dog","結","A-Sketch",55,59,44,"432257"
59,"spotify:track:3bbIIVIwBoLqVcLebiEJFo","Creepy Nuts","のびしろ","Sony Music Labels Inc.",53,57,54,"423145"
60,"spotify:track:5PeXak0Ox3JmH2oor0qnGt","Vaundy","恋風邪にのせて","SDR Inc.",14,66,27,"409741"
61,"spotify:track:5HPsZwo40KA3GThqBFZFac","Creepy Nuts","堕天","Sony Music Labels Inc.",61,77,9,"400760"
62,"spotify:track:4OL2UHjasZp21Z1c2htqPj","YOAKE","ねぇ","YOAKE project",61,74,15,"391943"
63,"spotify:track:0OF09VIq0rwxFoRRfI0lg2","Aimyon","3636","WM Japan",63,67,6,"391411"
64,"spotify:track:1ihCiJaXRl4f6Sy4LJov5z","SPITZ","チェリー","Universal Music LLC",28,69,195,"390814"
65,"spotify:track:1ScnuKJ4IaoRmJD8xYJfjM","satomoka","魔法","Universal Music LLC",60,60,6,"388297"
66,"spotify:track:348NF6vX0Yh22xvH0EZEro","imase","NIGHT DANCER","Universal Music LLC",66,88,3,"386481"
67,"spotify:track:4xk70Qur2QeRmWIzWPC63V","Vaundy","踊り子","SDR Inc.",10,75,42,"383347"
68,"spotify:track:4n1x8gmuHKOJ1BNFnBsgTh","Saucy Dog","魔法にかけられて","A-Sketch",53,68,24,"382571"
69,"spotify:track:6EuubEs5qOmJdpNhkU47OZ","Lilas Ikuta","スパークル","幾田りら",51,62,33,"380859"
70,"spotify:track:4wsKw43OnCzoDqfhcxBvRf","Ado","ビンクスの酒","Universal Music LLC",56,61,4,"380349"
71,"spotify:track:2pIUpMhHL6L9Z5lnKxJJr9","NewJeans","Attention","ADOR",63,63,5,"380286"
72,"spotify:track:0871AdnvzzSGr5XdTJaDHC","Ado","踊","Universal Music LLC",10,65,72,"376586"
73,"spotify:track:5aF7JEshjhV8gsg8INAOYX","CHIAKI SATO","夜をループ","A.S.A.B",73,107,2,"376356"
74,"spotify:track:15HNdxGKNCIO9pgaY4n7FU","Official HIGE DANdism","Pretender","ポニーキャニオン",1,78,177,"375561"
75,"spotify:track:2PlbwoIVr25oita35jg9ht","Vaundy","花占い","株式会社SDR",18,87,62,"373780"
76,"spotify:track:6sElEqOIGENWjpxGFeo5ct","Novelbright","ツキミソウ","Universal Music LLC",51,81,91,"371509"
77,"spotify:track:7LPL74iMxXZ4hEjCwmLMae","Vaundy","napori","株式会社SDR",18,73,94,"370979"
78,"spotify:track:2SihT7AVMiI2VtaAyVIcnO","Macaroni Empitsu","恋人ごっこ","TALTO",36,84,120,"367893"
79,"spotify:track:296nXCOv97WJNRWzIBQnoj","LE SSERAFIM","FEARLESS","SOURCE MUSIC",17,64,19,"367173"
80,"spotify:track:7FiTlLKW0Knj8rm7lMa9N7","Creepy Nuts, Ayase, Lilas Ikuta","ばかまじめ","Sony Music Labels Inc.",56,104,25,"366756"
81,"spotify:track:797EOD68bmVFiyalgBGeOZ","Yorushika","左右盲","Universal Music LLC",58,58,7,"365946"
82,"spotify:track:6uSe3ACORUIVrAyiP84RZi","satomoka","melt bitter","ANTHOLOGY",54,76,16,"364340"
83,"spotify:track:2mRMcwDCNyYvBXaoUxmsmE","Saucy Dog","優しさに溢れた世界で","A-Sketch",8,51,14,"362979"
84,"spotify:track:3eg3igrhEhzk8bqqRz6XCt","Yuuri","レオ","Sony Music Labels Inc.",52,70,34,"359236"
85,"spotify:track:6wDntdm888mDo458RaYjGl","Official HIGE DANdism","Cry Baby","IRORI Records",4,54,70,"358759"
86,"spotify:track:6MkbBtxdVggObSGnqB8miZ","Aimyon","ハート","WM Japan",10,79,46,"357054"
87,"spotify:track:0a4MMyCrzT0En247IhqZbD","NewJeans","Hype Boy","ADOR",87,103,4,"350836"
88,"spotify:track:0UBUg8NU4XJtQqzTPs8Pkr","YOASOBI","三原色","YOASOBI",5,83,62,"347421"
89,"spotify:track:0xzI1KAr0Yd9tv8jlIk3sn","benny blanco, BTS, Snoop Dogg","Bad Decisions (with BTS & Snoop Dogg)","Friends Keep Secrets/Interscope Records",55,72,5,"347391"
90,"spotify:track:67O5aJpFGwY3fWTZR7dYF4","HIRAIDAI","栄光の扉","avex trax",62,71,7,"345039"
91,"spotify:track:6sIx7Cn37DGEhjy9hBP8Gx","DISH//","猫","Sony Music Labels Inc.",18,86,124,"342293"
92,"spotify:track:6uhIF5J5Txaie0is2nXdxU","YOASOBI","怪物","YOASOBI",4,80,87,"338461"
93,"spotify:track:2cKiHG16JBiqHdi7Llq0r7","Aimyon","マリーゴールド","WM Japan",1,89,216,"337745"
94,"spotify:track:7DyS11kB1YNrfDzQqtjmTh","HIRAIDAI","Stand by me, Stand by you.","avex trax",4,85,104,"337642"
95,"spotify:track:7w1taFiEu8GGQJkzQaEWpx","Yorushika","チノカテ","Universal Music LLC",95,-1,1,"331439"
96,"spotify:track:6SSFrvijK2HjByYwRO8Rob","THE BEAT GARDEN","Start Over","Universal Music LLC",96,105,5,"331384"
97,"spotify:track:2UdvMWk0Z83lMJPbawy2Sm","Macaroni Empitsu","ブルーベリー・ナイツ","TALTO",71,92,121,"328124"
98,"spotify:track:2YaWdN5tieE4Ntorawbbvq","Gen Hoshino","異世界混合大舞踏会 (feat. おばけ)","Speedstar",57,82,8,"325471"
99,"spotify:track:1qE8DOtw7zdXHMgZm20eLM","TWICE","The Feels","WM Japan",10,93,49,"322785"
100,"spotify:track:57MvUwzIzRJ0r21rnNU1s1","Vaundy","不可幸力","株式会社SDR",20,98,114,"312157"
101,"spotify:track:3r1eh0G1uNiCvjClCCmLvb","BE:FIRST","Message","B-ME",101,-1,1,"307536"
102,"spotify:track:0N8Xztr4pBHJ7V0moJWhbO","Aimyon","愛を伝えたいだとか","WM Japan",4,102,151,"303909"
103,"spotify:track:4h9wh7iOZ0GGn8QVp4RAOB","OneRepublic","I Ain't Worried","Interscope Records",96,96,12,"303034"
104,"spotify:track:10SRMwb9EuVS1K9rYsBfHQ","BTS","Yet To Come","BIGHIT MUSIC",2,90,13,"300012"
105,"spotify:track:0cN6iBeCR7NgeBeTIKjLml","Ado","阿修羅ちゃん","Universal Music LLC",53,117,45,"299940"
106,"spotify:track:7n2FZQsaLb7ZRfRPfEeIvr","IVE","ELEVEN","STARSHIP Entertainment",27,94,40,"297138"
107,"spotify:track:172fMG26G2OoEzzg0wn26r","King Gnu","白日","Sony Music Labels Inc.",2,97,185,"296958"
108,"spotify:track:0hQNbQKW2dDATH1ngj4TI6","Kep1er","WA DA DA","WAKEONE, Swing Entertainment",13,112,36,"296117"
109,"spotify:track:515q6vR077kY4BQv8F3pGj","Tani Yuuki","愛言葉","Valley Records",75,100,23,"295591"
110,"spotify:track:48lsRmp9AC6tU4rP9QJx4H","有華","Partner","flowernote",66,114,16,"295068"
111,"spotify:track:3ibqi5ANZtNI7QXOgUnFsL","Uru","それを愛と呼ぶなら","Sony Music Labels Inc.",51,95,19,"292878"
112,"spotify:track:5QS01sq07pThdktoNUxXRZ","Ado","うっせぇわ","Universal Music LLC",4,101,89,"290929"
113,"spotify:track:5wWLNNwMAehpj83FU4Lz0m","Official HIGE DANdism","I LOVE...","IRORI Records",1,113,139,"288743"
114,"spotify:track:1x8BxQZ7JpGLPfqiP0H6WC","RADWIMPS","人間ごっこ","Universal Music LLC",113,119,7,"288386"
115,"spotify:track:5hzOyvCqy8sb39xGXUEdpb","SG","僕らまた","SuperGenius Entertainment",69,116,42,"288266"
116,"spotify:track:2vOAHp8PBBFYqvQUWSoITY","Mrs. GREEN APPLE","インフェルノ","Universal Music LLC",16,122,164,"286654"
117,"spotify:track:0DPNaz9xQ0AKUsCOvfakqy","Saucy Dog","あぁ、もう。","A-Sketch",71,110,38,"283455"
118,"spotify:track:4Jv7U0JJpbQnOrjtDwDZTZ","Aimyon","裸の心","WM Japan",3,118,123,"282886"
119,"spotify:track:5SuOikwiRyPMVoIQDJUgSV","Gen Hoshino","喜劇","Speedstar",6,106,22,"280452"
120,"spotify:track:1S1WSh4uCprvucg6Hx57Eh","Mrs. GREEN APPLE, asmi","ブルーアンビエンス","Universal Music LLC",79,111,12,"278372"
121,"spotify:track:4GTYvd1maBkwZ6Tjzb7D75","CHEHON","韻波句徒","Sony Music Labels Inc.",81,115,15,"275610"
122,"spotify:track:2qJknEIv5MCKjHG6LNLZvj","Aimyon","初恋が泣いている","WM Japan",54,121,17,"273477"
123,"spotify:track:79TdseXlAiANFOTstIwejv","DISH//","沈丁花","Sony Music Labels Inc.",52,109,45,"273157"
124,"spotify:track:59eluCMn0XbOWqeWQ91FTM","Aimyon","君はロックを聴かない","WM Japan",2,126,240,"272855"
125,"spotify:track:10Eyo4juZQFthKqlJgGMdp","back number","怪盗","Universal Music LLC",10,120,68,"268114"
126,"spotify:track:0JcI7OdALbpSFkyKoufRYs","Mrs. GREEN APPLE","ロマンチシズム","Universal Music LLC",23,130,144,"267421"
127,"spotify:track:1BduWmGXpjUAbunc1hrOr0","(sic)boy, JUBEE, Chaki Zulu, KM","君がいない世界","add. some labels",127,-1,1,"266730"
128,"spotify:track:0FOVGBW0RpVRuDuUuN4ZVw","MAISONdes, 和ぬか, asmi","ヨワネハキ","Sony Music Labels Inc.",10,108,58,"262403"
129,"spotify:track:3sz0hi6mkqq0hfRMN8RGrs","yama","Lost","Sony Music Labels Inc.",123,123,3,"261597"
130,"spotify:track:2wTP562D8SY3ZHPVMivgHp","DISH//","しわくちゃな雲を抱いて","Sony Music Labels Inc.",119,125,7,"260506"
131,"spotify:track:1mWN1USPKg632qQXG9sfDL","Sheena Ringo","丸ノ内サディスティック","Universal Music LLC",41,131,123,"259166"
132,"spotify:track:6ts1KCOudfDYXYfyWtq0k1","milet, Aimer, Lilas Ikuta","おもかげ (produced by Vaundy)","THE FIRST TAKE MUSIC",26,124,38,"256393"
133,"spotify:track:3Ztjw8utVpcrzms1RrsJvR","Sukima Switch","全力少年","Universal Music LLC",70,132,144,"255223"
134,"spotify:track:3ZEdrRIGjFpXZSzfjwWmDQ","ZOT on the WAVE, Fuji Taito","Crayon","ZOT on the WAVE & Fuji Taito",56,129,20,"254459"
135,"spotify:track:3sFdaHo9D3hfiFt2wVi6a5","Kenshi Yonezu","M八七","Sony Music Labels Inc.",5,127,17,"250332"
136,"spotify:track:7eqjbcOZTgZbV0lX2ghtfV","Masaki Suda","虹","Sony Music Labels Inc.",5,135,95,"247753"
137,"spotify:track:2jdbZGFp8KVTuk0YxDNL4l","back number","高嶺の花子さん","Universal Music LLC",8,134,184,"247632"
138,"spotify:track:3lbZM8EtM1dnZDunARwI1N","CHANMINA","TOKYO 4AM","WM Japan",138,-1,1,"247420"
139,"spotify:track:3vXdK7DCzJyp1MIh10TJFS","Vaundy","東京フラッシュ","株式会社SDR",80,160,116,"244706"
140,"spotify:track:5mqucSnaCVI1kW6ewrXYE2","WurtS","Talking Box (Dirty Pop Remix)","W’s Project",133,133,8,"242113"
141,"spotify:track:2Gmyw5Vg2X5YW2lM3OC7nD","yama","春を告げる","yama",6,183,122,"241985"
142,"spotify:track:5hVAQTNarrb3lmWqg9Ens4","Lilas Ikuta","Answer","幾田りら",74,128,73,"241569"
143,"spotify:track:2ISglgxR4TxUXxrA5Iqwzr","Vaundy","世界の秘密","株式会社SDR",54,170,88,"240357"
144,"spotify:track:04TshWXkhV1qkqHzf31Hn6","Kenshi Yonezu","Lemon","Sony Music Labels Inc.",5,140,110,"239318"
145,"spotify:track:23atyJacJVHvB9RHBNhr35","MONGOL800","小さな恋のうた","TISSUE FREAK RECORDS",7,150,253,"238800"
146,"spotify:track:3wJHCry960drNlAUGrJLmz","Yorushika","ただ君に晴れ","U&R records",12,180,192,"237379"
147,"spotify:track:4FMz2RFrbDGzJO7K4D0vS3","back number","HAPPY BIRTHDAY","Universal Music LLC",66,151,100,"237145"
148,"spotify:track:5DMEvbg3gUmiR5HIBWdveV","Official HIGE DANdism","ノーダウト","LASTRUM",3,184,230,"236711"
149,"spotify:track:6skNbV22epX2yHu4O2hYSx","HIRAIDAI","題名のない今日","avex trax",57,141,84,"235054"
150,"spotify:track:2028QNsVTmp5IF7UK4ZnaE","Shota Shimizu","花束のかわりにメロディーを","Sony Music Labels Inc.",72,147,167,"232073"
151,"spotify:track:5MLIlPL6L8RVqL7YSpFdgr","Yuuri","ピーターパン","Sony Music Labels Inc.",50,153,87,"230607"
152,"spotify:track:7tGDXCPLpAScEwmqab9YZd","Novelbright","Walking with you","Emperor Mode",14,163,153,"230308"
153,"spotify:track:7GNRUsU3M4XNDDB9xle5Dz","PSY, SUGA","That That (prod. & feat. SUGA of BTS)","P NATION",52,144,19,"230120"
154,"spotify:track:2cBAc8f0ueFKSXGQRJRsyN","YOASOBI","もう少しだけ","YOASOBI",8,137,70,"229519"
155,"spotify:track:6I2tqFhk8tq69iursYxuxd","SEVENTEEN","HOT","PLEDIS Entertainment",74,145,15,"228402"
156,"spotify:track:6IHWPY5iBUI1AOUclbtE6F","Ayase","夜撫でるメノウ","Ayase",51,142,52,"227793"
157,"spotify:track:18gB0d6DaRPvrQBbl7WEuk","Vaundy","Tokimeki","SDR Inc.",53,161,50,"227010"
158,"spotify:track:0O4YelF6Zneq7sk1Ye73N2","Ryokuoushoku Shakai","キャラクター","Sony Music Labels Inc.",75,154,30,"226262"
159,"spotify:track:7xQ6sGNHbL7Vq8QY4gZocM","[Alexandros]","Baby's Alright","Universal Music LLC",142,157,9,"225256"
160,"spotify:track:7mSVOYRseiZi20xtBKhHnF","MISIA, HIDE (GReeeeN)","アイノカタチ","Sony Music Labels Inc.",7,167,172,"224931"
161,"spotify:track:2jUMhjwi5VZ6GqKGZlVg6F","BE:FIRST","Scream","B-ME",60,99,7,"224387"
162,"spotify:track:3k64vNcgYPkETG7TNgpW4o","Vaundy","裸の勇者","Sony Music Labels Inc.",51,159,35,"224227"
163,"spotify:track:2mSRPQsUDIXJFfo3CpKJBA","Ado","ギラギラ","Universal Music LLC",23,148,82,"223855"
164,"spotify:track:0AU7xhipAm9Saq0k8A9Iua","Mr.Children","HANABI","Toy's Factory",1,158,226,"222215"
165,"spotify:track:6mJIn3fvwWHHAnrR3LEdxp","RADWIMPS","うるうびと","Universal Music LLC",51,165,27,"217795"
166,"spotify:track:5yR9bGLr8Zz2EndMrthui1","TOMORROW X TOGETHER","君じゃない誰かの愛し方 (Ring)","Universal Music LLC",166,-1,1,"217678"
167,"spotify:track:5XhxMq0dQNenKr6eDU79Ka","Orangestar, 夏背, ルワン","Surges","U&R records",109,176,39,"214907"
168,"spotify:track:1nX1b7kRg5a6XKAq7uQOpr","ITZY","SNEAKERS","WM Japan",107,143,8,"214572"
169,"spotify:track:2wIGnFXppV7dbp8I1bmA9B","WurtS","コズミック","Universal Music LLC",136,136,3,"213968"
170,"spotify:track:3Hfata4DJDmrXRZEc8sXWC","Sayuri","花の塔","Sony Music Labels Inc.",170,185,2,"213696"
171,"spotify:track:7qiZfU4dY1lWllzX7mPBI3","Ed Sheeran","Shape of You","Atlantic Records UK",1,171,263,"213275"
172,"spotify:track:2WTHLEVjfefbGoW7F3dXIg","aespa","Girls","Warner Records",70,146,9,"213116"
173,"spotify:track:0C7VgMgDuyOEku3sslCbyC","Yuuri","タイムマシン","Sony Music Labels Inc.",68,149,8,"212773"
174,"spotify:track:6P2IZsIyNVeOl712sFg4lc","Kep1er","Up!","WAKEONE, Swing Entertainment",65,155,12,"211522"
175,"spotify:track:1oen3GpTcA486fTHaT7neg","Girls' Generation","FOREVER 1","SM Entertainment",129,139,3,"211203"
176,"spotify:track:2Bsg6EfrmEx0x0eC8v4vuG","Creep Hyp","栞","Universal Music LLC",106,168,75,"210718"
177,"spotify:track:7FaArVLHS3aEqfhAishhk7","HIRAIDAI","Greatest Journey","avex trax",156,175,4,"210081"
178,"spotify:track:12fFNgW4IoYQdRCfqCPk9d","Mrs. GREEN APPLE","ニュー・マイ・ノーマル","Universal Music LLC",66,162,25,"209692"
179,"spotify:track:38kfx7lgJFHFxJMAvMMkRy","milet","Always You","Sony Music Labels Inc.",147,166,4,"209668"
180,"spotify:track:4Dvkj6JhhA12EX05fT7y2e","Harry Styles","As It Was","Columbia",79,177,23,"208996"
181,"spotify:track:3oQaOjaIYPsnJbGNzXcIID","King Gnu","BOY","Sony Music Labels Inc.",15,178,47,"206529"
182,"spotify:track:3DYLsJ0hAzbVGCOIWN011L","tonun","真夏の恋は気まぐれ","tonun",156,156,3,"206205"
183,"spotify:track:7a7EIFzJLd7lcDRgThMQgm","ONE OK ROCK","Wherever you are","Aer-born",5,-1,260,"205021"
184,"spotify:track:0CZB07xMxIGRfCZT93ynFj","鈴木鈴木","海のリビング","Suzukisuzuki",57,-1,51,"203914"
185,"spotify:track:4ef665KqgZWRooxhSwtQtH","¥ellow Bucks, Eric.B.Jr","Yessir","To The Top Gang",149,-1,23,"203400"
186,"spotify:track:5cjjWH34eymyinmFKaAEEC","Yuuri","うぉ","Sony Music Labels Inc.",68,-1,10,"203112"
187,"spotify:track:6y4GYuZszeXNOXuBFsJlos","Eve","廻廻奇譚","TOY'S FACTORY",8,179,100,"202878"
188,"spotify:track:6Pd73yNBtoVpTRM6xLwOGp","BUMP OF CHICKEN","クロノスタシス","Toy's Factory",54,169,21,"202542"
189,"spotify:track:7ylpphbW8jf5bh7NKJnO8s","Lilas Ikuta","レンズ","幾田りら",61,-1,11,"202403"
190,"spotify:track:2BfzhBl79bcPOHHXAXJkTY","CHANMINA","ハレンチ","WM Japan",113,-1,26,"201915"
191,"spotify:track:3oYD2O31b05fILFpv0AXRI","Masaki Suda","さよならエレジー","Sony Music Labels Inc.",1,-1,236,"201820"
192,"spotify:track:3hRRYgBeunE3PTmnzATTS0","BUMP OF CHICKEN","天体観測","TOY'S FACTORY",64,172,102,"201364"
193,"spotify:track:6nR1ME1hJjgEVBPvygLRK2","Aimyon","愛を知るまでは","WM Japan",52,-1,60,"200816"
194,"spotify:track:5D9MPWdY2hjSeTIGE5n5kv","YOASOBI","ハルカ","YOASOBI",17,-1,89,"200799"
195,"spotify:track:5SHguvOUbyPTINNjCvRo8K","Mrs. GREEN APPLE","春愁","Universal Music LLC",62,-1,127,"200741"
196,"spotify:track:2aAuO61alPO20xyePFHjdf","Uru","Love Song","Sony Music Labels Inc.",106,191,47,"200277"
197,"spotify:track:4a9tbd947vo9K8Vti9JwcI","BTS, Halsey","Boy With Luv (feat. Halsey)","BIGHIT MUSIC",2,189,178,"200137"
198,"spotify:track:55Ww4Pa1iIQMhh0MLMetjo","Masaki Suda","まちがいさがし","Sony Music Labels Inc.",3,-1,168,"200051"
199,"spotify:track:1B04DTxiZUA5QW9Zxe1IEJ","ONE OK ROCK","Save Yourself","WM Japan",41,138,11,"199646"
200,"spotify:track:6H0PLsSYMzDOqhLgyOlzIj","Kenshi Yonezu","感電","Sony Music Labels Inc.",2,188,110,"198905"
